,PROM_mom,PROM_SA,PROM_DEVIATION,CPI_SA,MIACR,CPI,MIACR_LAG,MIACR_LAG_month,MIACR_month,CPI_SA_minus_goal,RUB,RATE,CPI_LAG,dummy1,dummy2,MIACR_diff,OUTPUT_GAP,CPI_2014_2020,RUB_2010_2014,CPI_SA_corr,RATE_LAG,UNEMP,USD_LOG
2012-04-01,-5.0,0.4929236778846153,0.0281788785397432,0.3647628348851935,5.34,3.57358484687309,5.12,0.0041696998373528,0.0043446631398347,0.0003476283488519,0.0028753268764014,8.0,3.697489045673042,0,1,0.2199999999999997,-1.093749568709128,-0.33,0.0028753268764014,4.377154018622322,8.0,6.3,3.543475207929045
2012-05-01,1.2999999999999972,2.4955023492132846,2.03085201226213,0.6392513801940465,5.8,3.614816369503204,5.34,0.0043446631398347,0.0047094157243421,0.0030925138019404,0.0285465644060596,8.0,3.57358484687309,0,1,0.4599999999999999,-0.0072260145410569,-0.33,0.0285465644060596,7.671016562328558,8.0,5.6,3.5463505348054465
2012-06-01,1.5,0.8738622705419594,0.4098483591595146,1.0992607588362406,5.77,4.297104893935733,5.8,0.0047094157243421,0.0046856718676875,0.0076926075883624,0.0528779811186592,8.0,3.614816369503204,0,1,-0.0300000000000002,-1.7130067299961542,-0.33,0.0528779811186592,13.191129106034888,8.0,5.2,3.574897099211506
2012-07-01,-0.4000000000000057,-1.209123233537301,-1.6720919076508376,1.343633785982712,5.61,5.590518335964734,5.77,0.0046856718676875,0.004558933608846,0.0101363378598271,-0.0196607078342472,8.0,4.297104893935733,0,1,-0.1599999999999992,0.4877825757427874,-0.33,-0.0196607078342472,16.123605431792544,8.0,5.2,3.6277750803301654
2012-08-01,2.9000000000000057,1.798966072989516,1.3372898346786832,0.6720266084380231,5.33,5.950389789796207,5.61,0.004558933608846,0.0043367175322408,0.0034202660843802,-0.0140115090485752,8.0,5.590518335964734,0,1,-0.2800000000000002,1.3941351522937049,-0.33,-0.0140115090485752,8.064319301256276,8.0,5.2,3.608114372495918
2012-09-01,0.2000000000000028,-0.0986737871503461,-0.5588558867974942,0.8078042162468838,5.53,6.575747232533113,5.33,0.0043367175322408,0.0044954984622596,0.0047780421624688,0.0043949302572179,8.0,5.950389789796207,0,1,0.2000000000000001,-0.5949896245155073,-0.33,0.0043949302572179,9.693650594962604,8.0,5.0,3.594102863447343
2012-10-01,4.0,-1.002563647290211,-1.4611882684351394,0.5033734907224051,6.1,6.554533907048898,5.53,0.0044954984622596,0.0049465154488059,0.001733734907224,-0.0076184214398047,8.25,6.575747232533113,0,1,0.5699999999999994,0.7192708062019837,-0.33,-0.0076184214398047,6.040481888668861,8.0,5.0,3.598497793704561
2012-11-01,0.4000000000000057,0.5484944092366031,0.0913910528465664,0.2493333901979381,6.12,6.46964680574873,6.1,0.0049465154488059,0.0049623002383452,-0.0008066660980206,0.0037251683526666,8.25,6.554533907048898,0,1,0.0200000000000004,0.6358203240568847,-0.33,0.0037251683526666,2.992000682375257,8.25,5.1,3.590879372264756
2012-12-01,5.700000000000003,-3.2038329509032604,-3.659449338464066,0.3107620396734659,6.17,6.575650038331138,6.12,0.0049623002383452,0.0050017502848112,-0.0001923796032653,-0.0097956390670259,8.25,6.46964680574873,0,1,0.0499999999999998,0.2535128592983864,-0.33,-0.0097956390670259,3.729144476081591,8.25,5.2,3.5946045406174227
2013-01-01,-13.099999999999994,5.185708497231939,4.73154035379548,0.4166481276459424,5.42,7.074063526072583,6.17,0.0050017502848112,0.0044082031209211,0.0008664812764594,-0.0082962729789173,8.25,6.575650038331138,0,1,-0.75,-2.828841812013507,-0.33,-0.0082962729789173,4.999777531751309,8.25,5.1,3.5848089015503968
2013-02-01,-4.200000000000003,-2.642962831439398,-3.095471755809338,0.458207619267479,5.66,7.2767542909421,5.42,0.0044082031209211,0.004598558211035,0.0012820761926747,0.0002763533331191,8.25,7.074063526072583,0,1,0.2400000000000002,-5.412451518878442,-0.33,0.0002763533331191,5.498491431209748,8.25,6.0,3.5765126285714794
2013-03-01,11.400000000000006,1.4616991732226143,1.010981563317188,-0.0550642520903277,6.03,7.020774761912207,5.66,0.004598558211035,0.0048912471980258,-0.0038506425209032,0.0042593409550963,8.25,7.2767542909421,0,1,0.3700000000000001,-2.2983276429480526,-0.33,0.0042593409550963,-0.6607710250839324,8.25,5.8,3.5767889819045986
2013-04-01,-4.599999999999994,0.892923677884621,0.4442655616139015,0.5647628348851963,6.22,7.23415483321499,6.03,0.0048912471980258,0.0050411833044619,0.0023476283488519,0.0188241800145743,8.25,7.020774761912207,0,1,0.1899999999999995,-0.9871057011851324,-0.33,0.0188241800145743,6.777154018622356,8.25,5.7,3.581048322859695
2013-05-01,1.5999999999999943,2.795502349213282,2.3492377824666515,0.779251380194047,6.37,7.38350602379052,6.22,0.0050411833044619,0.005159380356001,0.0044925138019404,-0.0036020480952019,8.25,7.23415483321499,0,1,0.1500000000000003,-2.4792616044661324,-0.33,-0.0036020480952019,9.351016562328564,8.25,5.6,3.5998725028742693
2013-06-01,0.2000000000000028,-0.4261377294580377,-0.8696396658471185,0.6292607588362418,6.3,6.883255772713293,6.37,0.005159380356001,0.0051042407584538,0.0029926075883624,0.0396407371822014,8.25,7.38350602379052,0,1,-0.0700000000000002,-0.1752027146605239,-0.33,0.0396407371822014,7.551129106034901,8.25,5.2,3.5962704547790674
2013-07-01,1.0,0.1908767664627046,-0.2496215753039598,0.9336337859827012,6.08,6.450359053689159,6.3,0.0051042407584538,0.0049307279315307,0.006036337859827,0.0088407868710596,8.25,6.883255772713293,0,1,-0.2199999999999997,-0.9751642226930096,-0.33,0.0088407868710596,11.203605431792417,8.25,5.4,3.6359111919612688
2013-08-01,2.0999999999999943,0.9989660729895048,0.5616445651849913,0.7120266084380293,6.11,6.49289665970465,6.08,0.0049307279315307,0.004954408184481,0.0038202660843802,0.0175236679562984,8.25,6.450359053689159,0,1,0.0300000000000002,-1.879369152633086,-0.33,0.0175236679562984,8.544319301256351,8.25,5.3,3.6447519788323284
2013-09-01,-0.2000000000000028,-0.4986737871503519,-0.932695611746493,0.4678042162468804,6.25,6.132801335345617,6.11,0.004954408184481,0.0050648349497708,0.0013780421624688,-0.0116599648420829,5.5,6.49289665970465,0,1,0.1399999999999996,-0.2879728088125828,-0.33,-0.0116599648420829,5.613650594962564,8.25,5.2,3.662275646788627
2013-10-01,7.0,1.997436352709789,1.5667476673799237,0.6133734907224045,6.06,6.249012843875268,6.25,0.0050648349497708,0.0049149376855333,0.002833734907224,-0.0040950344373262,5.5,6.132801335345617,0,1,-0.1900000000000004,-0.5009999838166108,-0.33,-0.0040950344373262,7.360481888668854,5.5,5.3,3.650615681946544
2013-11-01,-0.4000000000000057,-0.2515055907634083,-0.6788523034288187,0.4693333901979369,6.2,6.481968622484513,6.06,0.0049149376855333,0.0050254121388362,0.0013933339019793,0.01319596024801,5.5,6.249012843875268,0,1,0.1400000000000005,1.3815445278814311,-0.33,0.01319596024801,5.632000682375243,5.5,5.5,3.6465206475092176
2013-12-01,7.799999999999997,-1.103832950903266,-1.5279622820871133,0.2807620396734648,6.4,6.450195606185782,6.2,0.0050254121388362,0.005183001430342,-0.0004923796032653,0.012709854192245,5.5,6.481968622484513,0,1,0.2000000000000001,-0.9403092765262864,-0.33,0.012709854192245,3.3691444760815776,5.5,5.4,3.6597166077572276
2014-01-01,-16.200000000000003,2.08570849723193,1.6645856742867562,0.0366481276459469,6.06,6.049570922315817,6.4,0.005183001430342,0.0049149376855333,-0.0029335187235405,0.024119514431887,5.5,6.450195606185782,0,1,-0.3400000000000007,-1.4666273404398538,-0.33,0.024119514431887,0.4397775317513628,5.5,5.6,3.6724264619494726
2014-02-01,-2.799999999999997,-1.242962831439392,-1.6612701929569715,0.5982076192674796,5.99,6.197213523042988,6.06,0.0049149376855333,0.0048596503216116,0.0026820761926747,0.0418879211947413,5.5,6.049570922315817,0,1,-0.0699999999999994,0.9025896919960046,-0.33,0.0418879211947413,7.178491431209755,5.5,5.6,3.6965459763813597
2014-03-01,9.900000000000006,-0.0383008267773856,-0.4540795434740161,0.6249357479096649,7.85,6.91690761508672,5.99,0.0048596503216116,0.0063174704723885,0.0029493574790966,0.032562876099778,7.0,6.197213523042988,0,1,1.8599999999999997,0.2674430257574141,-0.33,0.032562876099778,7.499228974915979,5.5,5.6,3.738433897576101
2014-04-01,-2.299999999999997,3.192923677884618,2.7794063855923445,0.9547628348851968,7.87,7.331767768005681,7.85,0.0063174704723885,0.006333020340246,0.0062476283488519,-0.0150289696162513,7.5,6.91690761508672,0,1,0.0200000000000004,1.327971185980744,-0.33,-0.0150289696162513,11.45715401862236,7.0,5.4,3.770996773675879
2014-05-01,-2.4000000000000057,-1.2044976507867182,-1.6159696095995435,1.019251380194056,8.21,7.587675022767493,7.87,0.006333020340246,0.006596964541377,0.0068925138019405,-0.0258193513466475,7.5,7.331767768005681,0,1,0.3400000000000007,1.7841941253700482,-0.33,-0.0258193513466475,12.231016562328673,7.5,5.3,3.755967804059628
2014-06-01,2.299999999999997,1.6738622705419566,1.2640776694430216,0.8292607588362446,8.23,7.8019504161607856,8.21,0.006596964541377,0.006612466985759,0.0049926075883624,-0.0157076442329153,7.5,7.587675022767493,0,1,0.0199999999999995,-0.5639604235918456,-0.33,-0.0157076442329153,9.951129106034935,7.5,4.9,3.7301484527129802
2014-07-01,2.0999999999999943,1.290876766462699,0.882391882583226,0.6036337859827028,8.17,7.449097374727209,8.23,0.006612466985759,0.0065659517715725,0.002736337859827,0.0035126321863914,8.0,7.8019504161607856,0,1,-0.0600000000000005,0.5833113692080146,-0.33,0.0035126321863914,7.243605431792433,7.5,4.9,3.714440808480065
2014-08-01,1.7000000000000028,0.5989660729895132,0.1912758179347132,0.8120266084380237,7.88,7.556396253671394,8.17,0.0065659517715725,0.0063407942831432,0.0048202660843802,0.0315228380861332,8.0,7.449097374727209,0,1,-0.29,-0.8741475021990622,-0.33,0.0315228380861332,9.744319301256285,8.0,4.9,3.7179534406664563
2014-09-01,0.9000000000000057,0.6013262128496566,0.1937467731103124,0.9078042162468924,7.95,8.02865265873689,7.88,0.0063407942831432,0.0063951933951151,0.0057780421624689,0.0321223281923424,8.0,7.556396253671394,0,1,0.0700000000000002,1.9634654484842315,-0.33,0.0321223281923424,10.89365059496271,8.0,4.8,3.7494762787525895
2014-10-01,6.299999999999997,1.297436352709786,0.8890919066193401,0.8633734907224045,8.24,8.297193606978759,7.95,0.0063951933951151,0.006620217223227,0.005333734907224,0.0627714580800646,8.0,8.02865265873689,0,1,0.29,2.096013412242879,-0.33,0.0627714580800646,10.360481888668854,8.0,4.9,3.781598606944932
2014-11-01,-3.200000000000003,-3.051505590763405,-3.461696327665873,1.1893333901979355,10.21,9.072591174570489,8.24,0.006620217223227,0.008134359807566,0.0085933339019793,0.1141015884196638,9.5,8.297193606978759,0,1,1.9700000000000009,-1.176776771705439,-0.33,0.1141015884196638,14.272000682375223,8.0,5.1,3.8443700650249966
2014-12-01,9.0,0.0961670490967367,-0.3172184683665495,2.390762039673464,15.47,11.362345103317306,10.21,0.008134359807566,0.0120588427295966,0.0206076203967346,0.1785700967502377,17.0,9.072591174570489,0,1,5.26,3.144676179370072,-0.33,0.1785700967502377,28.68914447608157,9.5,5.2,3.9584716534446605
2015-01-01,-17.0,1.2857084972319337,0.8677528997494641,3.2966481276459376,16.96,14.971463753648507,15.47,0.0120588427295966,0.013140741376346,0.0296664812764593,0.1219153078598198,17.0,11.362345103317306,0,0,1.4900000000000002,-0.7399647311907297,-0.33,0.0,39.55977753175125,17.0,5.3,4.137041750194898
2015-02-01,0.5,2.057037168560605,1.6331314109513242,2.1182076192674755,15.12,16.706882074458274,16.96,0.013140741376346,0.0118028500829483,0.0178820761926747,-0.0180946995534139,15.0,14.971463753648507,0,0,-1.8400000000000016,-2.5312548803381585,-0.33,-0.0,25.418491431209706,17.0,5.5,4.258957058054718
2015-03-01,7.5,-2.438300826777392,-2.869601865888414,0.8149357479096626,14.9,16.92638620823521,15.12,0.0118028500829483,0.0116415750096514,0.0048493574790966,-0.0876906163449824,14.0,16.706882074458274,0,0,-0.2199999999999988,0.4703017414171089,-0.33,-0.0,9.779228974915952,15.0,5.8,4.240862358501304
2015-04-01,-9.200000000000005,-3.707076322115388,-4.147396217273924,0.5147628348851849,14.36,16.41649909295646,14.9,0.0116415750096514,0.0112445147234612,0.0018476283488518,-0.1263746111838095,14.0,16.92638620823521,0,0,-0.5400000000000009,-2.535623074846685,-0.33,-0.0,6.177154018622219,14.0,5.9,4.153171742156322
2015-05-01,-5.900000000000006,-4.704497650786719,-5.155439151802026,0.4692513801940447,12.83,15.781919563708405,14.36,0.0112445147234612,0.0101101048322098,0.0013925138019404,-0.0360513720279662,12.5,16.41649909295646,0,0,-1.5299999999999994,-3.149390197894453,-0.33,-0.0,5.631016562328536,14.0,5.8,4.026797130972512
2015-06-01,3.5999999999999943,2.9738622705419537,2.5110052522233284,0.3992607588362378,12.5,15.287125035658368,12.83,0.0101101048322098,0.0098635805532114,0.0006926075883623,0.077318557940007,11.5,15.781919563708405,0,0,-0.33,-1.671184411555355,-0.33,0.0,4.7911291060348535,12.5,5.6,3.990745758944546
2015-07-01,3.200000000000003,2.3908767664627075,1.915477174364696,0.9136337859827052,11.52,15.64277245093406,12.5,0.0098635805532114,0.0091275510903654,0.005836337859827,0.0394207898351171,11.5,15.287125035658368,0,0,-0.9800000000000004,-2.300971792005917,-0.33,0.0,10.963605431792462,11.5,5.4,4.068064316884553
2015-08-01,3.5,2.39896607298951,1.9108893302417809,0.9220266084380232,10.86,15.769674934669098,11.52,0.0091275510903654,0.0086285093289499,0.0059202660843802,0.1375842737614974,11.0,15.64277245093406,0,0,-0.6600000000000001,-0.6386023609496427,-0.33,0.0,11.064319301256278,11.5,5.3,4.10748510671967
2015-09-01,1.2999999999999972,1.001326212849648,0.5007972029393902,0.8278042162468798,11.15,15.677657309286383,10.86,0.0086285093289499,0.0088481197642495,0.0049780421624687,0.0246058693538158,11.0,15.769674934669098,0,0,0.2900000000000009,-1.1837663503822573,-0.33,0.0,9.933650594962558,11.0,5.3,4.245069380481167
2015-10-01,4.400000000000006,-0.6025636472902054,-1.1150932811662178,0.7833734907224063,11.14,15.58586785694811,11.15,0.0088481197642495,0.0088405557387392,0.004533734907224,-0.05380153090017,11.0,15.677657309286383,0,0,-0.0099999999999997,-2.5361096449133083,-0.33,-0.0,9.400481888668876,11.0,5.2,4.269675249834983
2015-11-01,1.2000000000000028,1.3484944092366002,0.8246077767176558,0.6593333901979347,11.43,14.981005001851532,11.14,0.0088405557387392,0.0090596596129186,0.0032933339019793,0.0067275553513521,11.0,15.58586785694811,0,0,0.2899999999999991,0.0048040768442113,-0.33,0.0,7.912000682375217,11.0,5.5,4.215873718934813
2015-12-01,14.200000000000005,5.29616704909674,4.761836462417148,0.5407620396734557,11.07,12.908164822028656,11.43,0.0090596596129186,0.0087875900850604,0.0021076203967345,0.0738805260755626,11.0,14.981005001851532,0,0,-0.3599999999999994,-2.9604127449973507,-0.33,0.0,6.489144476081469,11.0,5.8,4.222601274286165
2016-01-01,-21.3,-3.014291502768064,-3.5579408443954934,0.4066481276459373,11.02,9.766088786056937,11.07,0.0087875900850604,0.0087497387379589,0.0007664812764593,0.1103742363269129,11.0,12.908164822028656,0,0,-0.0500000000000007,-1.6311480039420956,-0.33,0.0,4.879777531751247,11.0,5.8,4.296481800361728
2016-02-01,-0.5,1.057037168560605,0.5050757428410021,0.5282076192674722,10.84,8.05871174467725,11.02,0.0087497387379589,0.0086133443773701,0.0019820761926747,0.0024205219478563,11.0,9.766088786056937,1,0,-0.1799999999999997,0.9934159907242806,7.72871174467725,0.0,6.3384914312096665,11.0,5.8,4.406856036688641
2016-03-01,13.599999999999994,3.661699173222603,3.102560885134654,0.0649357479096626,10.94,7.257960496692783,10.84,0.0086133443773701,0.0086891440671605,-0.0026506425209033,-0.0931645089021726,11.0,8.05871174467725,1,0,0.0999999999999996,0.01421020388302,6.927960496692783,-0.0,0.7792289749159511,11.0,5.8,4.409276558636497
2016-04-01,-3.799999999999997,1.6929236778846182,1.1278372253159472,0.4947628348851889,10.73,7.236607130079875,10.94,0.0086891440671605,0.0085298922801642,0.0016476283488518,-0.0436436049005939,11.0,7.257960496692783,1,0,-0.209999999999999,-1.1679033868062116,6.906607130079875,-0.0,5.937154018622267,11.0,6.0,4.316112049734325
2016-05-01,-2.299999999999997,-1.1044976507867097,-1.674425549401703,0.529251380194047,11.06,7.300724682922977,10.73,0.0085298922801642,0.0087800210653703,0.0019925138019404,-0.0144010512427668,11.0,7.236607130079875,1,0,0.33,-0.6520637905034627,6.9707246829229765,-0.0,6.351016562328565,11.0,5.9,4.272468444833731
2016-06-01,2.0999999999999943,1.4738622705419535,0.8999993428322763,0.5692607588362395,10.64,7.482789990798988,11.06,0.0087800210653703,0.0084615567482699,0.0023926075883623,-0.0117241252408835,10.5,7.300724682922977,1,0,-0.4199999999999999,0.8626710880330797,7.152789990798988,-0.0,6.831129106034874,11.0,5.6,4.258067393590964
2016-07-01,-0.0999999999999943,-0.9091232335372896,-1.486098795320732,0.6536337859827142,10.38,7.205552635664003,10.64,0.0084615567482699,0.0082638563713803,0.0032363378598271,-0.0206217339271592,10.5,7.482789990798988,1,0,-0.2599999999999998,1.2772886262529026,6.875552635664003,-0.0,7.84360543179257,10.5,5.4,4.24634326835008
2016-08-01,1.2999999999999972,0.1989660729895075,-0.3804462497318628,0.5820266084380339,10.34,6.842325053241249,10.38,0.0082638563713803,0.008233403047692,0.0025202660843803,0.0152230718887533,10.5,7.205552635664003,1,0,-0.0400000000000009,-0.1072837061089533,6.512325053241249,0.0,6.984319301256407,10.5,5.3,4.225721534422921
2016-09-01,3.5999999999999943,3.301326212849645,2.720109681746332,0.4278042162468883,10.24,6.417377951508141,10.34,0.008233403047692,0.0081572254414694,0.0009780421624688,-0.0058295722431047,10.0,6.842325053241249,1,0,-0.0999999999999996,0.3097928600835051,6.087377951508141,-0.0,5.13365059496266,10.5,5.2,4.2409446063116745
2016-10-01,4.799999999999997,-0.2025636472902139,-0.7849687349208837,0.4733734907224182,10.32,6.089907362219216,10.24,0.0081572254414694,0.0082181725907213,0.0014337349072241,-0.0372003508462066,10.0,6.417377951508141,1,0,0.08,2.72936454422364,5.759907362219216,-0.0,5.680481888669018,10.0,5.2,4.23511503406857
2016-11-01,0.7999999999999972,0.9484944092365946,0.3653106197260799,0.3493333901979324,10.02,5.76347687802774,10.32,0.0082181725907213,0.0079894114918179,0.0001933339019793,0.0166550026408298,10.0,6.089907362219216,1,0,-0.3000000000000007,3.6522560523117535,5.43347687802774,0.0,4.192000682375189,10.0,5.4,4.197914683222363
